_key,SpaceBud #,Type,Type Color,Emotion,Background,Background_Color,Belt,Belt_Pipe,Belt_Pipe_Color,chestplate ,Chestplate_Color,Covered_Helmet,Covered_Helmet_Color,Gloves,Gloves_Color,Suit,Star_Suit,Camo_Suit,Suit_Color,Watch,Wool_Boots,Special_Background,Amulet,Amulet_Position,Virtual_Reality,Eye_Patch,Ski_Goggles,Snorkel,X-Ray,Sword,Sword_Color,Sun_Glasses,Revolver,Jetpack,Backpack,Pistol,Pistol_Color,Umbrella,Umbrella_Color,Flag,Cardano_Coin,Cardano_Coin_Color,Flowers,Axe,Harpoon,Harpoon_Color,Hockey_Stick,Bazooka,Anchor,Arc,Wine,Jo-Jo,Blaster,Lamp_Fish,Baguette,Candle,Binoculars,SPO,gadget_count,left_hand,right_hand,both_hands
8107,spacebud #8107,tiger,gray,happy,background,purple,belt,none,none,chestplate ,orange,covered helmet,classic,gloves,green,camo,none,camo suit,brown,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none
8108,spacebud #8108,cat,gray,joking,background,green,belt,pipe,purple,chestplate ,orange,none,n/a,gloves,light,star,star suit,none,green,none,none,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,5,none,none,bazooka
8109,spacebud #8109,tiger,blue,joking,background,dark,belt,pipe,cyan,chestplate ,orange,covered helmet,classic,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
8110,spacebud #8110,alien,purple,angry,special background,blue circular gradient,belt,pipe,blue,chestplate ,blue,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,special background,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,pistol,pink,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,pink pistol,none,none
8111,spacebud #8111,shark,gray,classic,background,cyan,belt,pipe,red,chestplate ,red,covered helmet,classic,gloves,pink,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,candle,none,none,5,candle,none,none
8112,spacebud #8112,cat,yellow,angry,background,purple,belt,pipe,cyan,chestplate ,purple,covered helmet,classic,gloves,purple,star,star suit,none,black,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,6,none,none,bazooka
8113,spacebud #8113,robot,yellow,confused,background,purple,belt,pipe,purple,chestplate ,blue,covered helmet,classic,gloves,light,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,classic blue pistol,none,none
8114,spacebud #8114,alien,red,amazed,background,cyan,belt,none,none,chestplate ,yellow,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,arc,none,none,none,none,none,none,none,none,4,none,none,arc
8115,spacebud #8115,dog,black,serious,background,purple,belt,none,light,none,none,none,n/a,gloves,light,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,blaster,none,none,none,none,none,4,blaster,none,none
8116,spacebud #8116,alien,red,joking,background,green,belt,pipe,green,none,none,covered helmet,n/a,gloves,black,camo,none,camo suit,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
8117,spacebud #8117,ape,orange,shy,background,green,belt,pipe,red,none,none,covered helmet,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
8118,spacebud #8118,ape,purple,shy,background,green,belt,pipe,cyan,none,none,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,anchor,none,none,none,none,none,none,none,none,none,2,none,none,anchor
8119,spacebud #8119,tiger,blue,happy,background,green,belt,pipe,blue,chestplate ,yellow,covered helmet,classic,gloves,purple,star,star suit,none,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,flag,none,none
8120,spacebud #8120,ape,purple,shy,background,cyan,belt,pipe,purple,none,none,covered helmet,n/a,gloves,red,classic,none,none,classic,watch,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,blaster,none,none,none,none,none,5,blaster,none,none
8121,spacebud #8121,ape,blue,shy,background,blue,belt,none,cyan,none,none,none,n/a,gloves,red,camo,none,camo suit,brown,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
8122,spacebud #8122,dog,black,joking,background,blue,belt,none,none,chestplate ,blue,covered helmet,classic,gloves,purple,star,star suit,none,yellow,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none
8123,spacebud #8123,arcane,black,classic,background,dark,belt,none,none,chestplate ,red,covered helmet,pink,gloves,blue,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
8124,spacebud #8124,robot,white,angry,background,dark,belt,none,green,none,none,none,n/a,gloves,pink,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,umbrella,purple,none,none,n/a,none,none,none,n/a,none,none,none,none,wine,none,none,none,none,none,none,none,3,wine,purple umbrella,none
8125,spacebud #8125,arcane,blue,classic,background,dark,belt,none,none,chestplate ,green,covered helmet,classic,gloves,green,camo,none,camo suit,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,classic blue pistol,none,none
8126,spacebud #8126,ape,blue,angry,background,cyan,belt,none,black,none,none,none,n/a,gloves,red,star,star suit,none,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,revolver,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,blaster,none,none,none,none,none,5,blaster,revolver,none
8127,spacebud #8127,bear,black,happy,background,purple,belt,pipe,green,none,none,none,n/a,gloves,black,star,star suit,none,yellow,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
8128,spacebud #8128,tiger,orange,sad,background,cyan,belt,none,none,chestplate ,orange,none,n/a,gloves,black,camo,none,camo suit,green,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
8129,spacebud #8129,frog,orange,classic,background,cyan,belt,none,none,chestplate ,purple,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
8130,spacebud #8130,tiger,blue,angry,background,purple,belt,pipe,light,chestplate ,yellow,covered helmet,classic,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,anchor,none,none,none,none,none,none,none,none,none,5,none,none,anchor
8131,spacebud #8131,lion,brown,serious,background,blue,none,none,none,chestplate ,purple,covered helmet,classic,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,jetpack,none,pistol,pink,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,pink pistol,none,none
8132,spacebud #8132,tiger,orange,sad,special background,blue circular gradient,belt,pipe,blue,chestplate ,yellow,none,n/a,gloves,red,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,none,none,classic,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,classic blue pistol,none,none
8133,spacebud #8133,cat,yellow,joking,background,dark,belt,none,purple,none,none,covered helmet,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
8134,spacebud #8134,frog,green,classic,background,blue,belt,none,none,chestplate ,green,none,n/a,gloves,purple,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
8135,spacebud #8135,tiger,gray,sad,background,purple,none,none,none,none,none,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,arc,none,none,none,none,none,none,none,none,2,none,none,arc
8136,spacebud #8136,lion,gray,amazed,background,blue,belt,none,none,chestplate ,yellow,none,n/a,gloves,light,star,star suit,none,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,4,none,hockey stick,none
8137,spacebud #8137,bear,panda,angry,background,blue,belt,pipe,black,none,none,none,n/a,gloves,purple,camo,none,camo suit,brown,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,classic,none,none,harpoon,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,yellow harpoon,none,none
8138,spacebud #8138,tiger,yellow,happy,background,blue,belt,none,none,chestplate ,red,covered helmet,classic,gloves,red,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,jo-jo,none,none,none,none,none,none,5,jo-jo,none,none
8139,spacebud #8139,lion,brown,joking,background,purple,none,none,none,chestplate ,yellow,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none
8140,spacebud #8140,cat,yellow,happy,background,green,belt,pipe,blue,chestplate ,green,none,n/a,gloves,black,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
8141,spacebud #8141,alien,purple,joking,background,green,none,none,none,chestplate ,green,none,n/a,gloves,blue,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
8142,spacebud #8142,tiger,red,happy,background,cyan,belt,none,none,chestplate ,blue,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,flag,none,none
8143,spacebud #8143,cat,gray,joking,background,green,belt,none,none,chestplate ,orange,covered helmet,classic,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,lamp fish,none,none,none,none,4,none,none,none
8144,spacebud #8144,robot,orange,angry,background,green,belt,pipe,red,chestplate ,yellow,none,n/a,gloves,light,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none
8145,spacebud #8145,ape,purple,shocked,background,blue,belt,pipe,light,chestplate ,blue,none,n/a,gloves,blue,star,star suit,none,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
8146,spacebud #8146,rhino,classic,classic,background,purple,belt,none,black,none,none,none,n/a,gloves,pink,star,star suit,none,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none
8147,spacebud #8147,ape,black,angry,background,dark,belt,pipe,cyan,chestplate ,red,none,n/a,gloves,black,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
8148,spacebud #8148,shark,gray,classic,background,dark,belt,none,none,chestplate ,green,none,n/a,gloves,light,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,revolver,none
8149,spacebud #8149,bear,panda,angry,background,blue,belt,pipe,green,none,none,covered helmet,classic,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,pistol,classic,umbrella,red,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,classic blue pistol,red umbrella,none
8150,spacebud #8150,tiger,orange,happy,background,blue,belt,pipe,blue,none,none,covered helmet,n/a,gloves,blue,star,star suit,none,black,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none
8151,spacebud #8151,cat,gray,sad,special background,purple fade,belt,pipe,black,chestplate ,blue,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,flag,none
8152,spacebud #8152,cat,gray,sad,background,purple,belt,pipe,light,chestplate ,blue,covered helmet,classic,gloves,pink,star,star suit,none,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,anchor,none,none,none,none,none,none,none,none,none,5,none,none,anchor
