_key,SpaceBud #,Type,Type Color,Emotion,Background,Background_Color,Belt,Belt_Pipe,Belt_Pipe_Color,chestplate ,Chestplate_Color,Covered_Helmet,Covered_Helmet_Color,Gloves,Gloves_Color,Suit,Star_Suit,Camo_Suit,Suit_Color,Watch,Wool_Boots,Special_Background,Amulet,Amulet_Position,Virtual_Reality,Eye_Patch,Ski_Goggles,Snorkel,X-Ray,Sword,Sword_Color,Sun_Glasses,Revolver,Jetpack,Backpack,Pistol,Pistol_Color,Umbrella,Umbrella_Color,Flag,Cardano_Coin,Cardano_Coin_Color,Flowers,Axe,Harpoon,Harpoon_Color,Hockey_Stick,Bazooka,Anchor,Arc,Wine,Jo-Jo,Blaster,Lamp_Fish,Baguette,Candle,Binoculars,SPO,gadget_count,left_hand,right_hand,both_hands,easter_egg
8035,spacebud #8035,tiger,blue,happy,background,purple,belt,pipe,light,none,none,none,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,flowers,flag,none,n/a
8036,spacebud #8036,dog,pink,happy,background,green,belt,pipe,black,chestplate ,yellow,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,lamp fish,none,none,none,none,5,none,none,none,n/a
8037,spacebud #8037,frog,green,classic,background,green,belt,pipe,cyan,none,none,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,2,none,hockey stick,none,n/a
8038,spacebud #8038,robot,black,happy,background,green,none,none,none,chestplate ,blue,covered helmet,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
8039,spacebud #8039,wolf,classic,classic,background,cyan,belt,pipe,light,none,none,covered helmet,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
8040,spacebud #8040,alien,green,angry,background,purple,belt,pipe,purple,chestplate ,blue,covered helmet,classic,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,pistol,pink,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,pink pistol,none,none,n/a
8041,spacebud #8041,robot,orange,laughing,background,cyan,belt,none,none,chestplate ,red,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
8042,spacebud #8042,alien,green,angry,background,green,belt,pipe,light,none,none,covered helmet,n/a,gloves,black,star,star suit,none,red,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,classic,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,classic blue pistol,none,none,n/a
8043,spacebud #8043,arcane,purple,classic,background,green,belt,pipe,light,none,none,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
8044,spacebud #8044,ape,purple,angry,background,green,belt,none,none,chestplate ,purple,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
8045,spacebud #8045,shark,gray,classic,background,dark,belt,none,none,chestplate ,blue,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,cardano,classic,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,4,classic gold cardano coin,hockey stick,none,n/a
8046,spacebud #8046,dog,black,happy,background,green,belt,none,none,chestplate ,green,covered helmet,classic,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
8047,spacebud #8047,dog,blue,happy,background,purple,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,light,star,star suit,none,yellow,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,arc,none,none,none,none,none,none,none,none,5,none,none,arc,n/a
8048,spacebud #8048,ape,brown,shocked,background,dark,belt,pipe,blue,chestplate ,red,covered helmet,classic,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
8049,spacebud #8049,tiger,red,happy,background,cyan,belt,pipe,black,none,none,none,n/a,gloves,red,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
8050,spacebud #8050,bear,black,happy,background,cyan,none,none,none,none,none,covered helmet,classic,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none,n/a
8051,spacebud #8051,ape,blue,shy,background,green,none,none,none,chestplate ,green,covered helmet,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
8052,spacebud #8052,alien,green,joking,background,dark,belt,pipe,cyan,chestplate ,orange,covered helmet,classic,gloves,purple,star,star suit,none,red,none,none,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,lamp fish,none,none,none,none,6,none,none,none,n/a
8053,spacebud #8053,arcane,blue,classic,background,dark,belt,none,none,chestplate ,green,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,revolver,none,none,n/a
8054,spacebud #8054,bear,white,greedy,background,cyan,belt,none,pink,none,none,covered helmet,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,greedy
8055,spacebud #8055,lion,brown,serious,background,cyan,belt,pipe,green,chestplate ,orange,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
8056,spacebud #8056,alien,red,happy,background,blue,belt,pipe,green,chestplate ,green,none,n/a,gloves,purple,star,star suit,none,green,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
8057,spacebud #8057,bear,white,happy,background,dark,belt,pipe,light,chestplate ,blue,covered helmet,classic,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
8058,spacebud #8058,tiger,orange,happy,background,cyan,none,none,none,chestplate ,yellow,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,amulet,neck,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
8059,spacebud #8059,robot,black,confused,background,green,belt,pipe,blue,chestplate ,orange,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
8060,spacebud #8060,alien,pink,angry,background,green,belt,none,none,chestplate ,orange,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,amulet,neck,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
8061,spacebud #8061,parrot,blue,classic,background,blue,none,none,none,none,none,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,0,none,none,none,Zero
8062,spacebud #8062,frog,black,classic,background,blue,belt,none,none,chestplate ,red,none,n/a,gloves,blue,star,star suit,none,light,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,lamp fish,none,none,none,none,5,none,none,none,n/a
8063,spacebud #8063,dog,white,joking,background,blue,belt,pipe,green,chestplate ,orange,covered helmet,classic,gloves,green,camo,none,camo suit,purple,none,wool boots,none,amulet,neck,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,cardano,classic,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,7,classic gold cardano coin,none,none,n/a
8064,spacebud #8064,parrot,red,classic,background,cyan,belt,pipe,black,chestplate ,red,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,candle,none,none,4,candle,hockey stick,none,n/a
8065,spacebud #8065,shark,gray,classic,background,blue,belt,none,none,chestplate ,orange,covered helmet,classic,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
8066,spacebud #8066,dog,white,angry,background,purple,belt,none,none,chestplate ,orange,covered helmet,classic,gloves,blue,star,star suit,none,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
8067,spacebud #8067,tiger,orange,happy,background,cyan,belt,none,none,chestplate ,purple,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,sword,classic,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,classic sword,none,n/a
8068,spacebud #8068,parrot,green,classic,background,purple,belt,pipe,purple,chestplate ,purple,covered helmet,classic,gloves,light,camo,none,camo suit,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,revolver,none,n/a
8069,spacebud #8069,bear,brown,greedy,background,blue,belt,none,none,chestplate ,green,none,n/a,gloves,black,camo,none,camo suit,purple,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,greedy
8070,spacebud #8070,cat,blue,sad,background,green,none,none,none,chestplate ,purple,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,2,none,hockey stick,none,n/a
8071,spacebud #8071,robot,orange,angry,background,purple,belt,none,cyan,none,none,none,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
8072,spacebud #8072,dog,red,joking,background,blue,belt,none,none,chestplate ,blue,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
8073,spacebud #8073,parrot,black,classic,background,cyan,belt,none,blue,none,none,none,n/a,gloves,red,camo,none,camo suit,brown,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
8074,spacebud #8074,lion,brown,joking,background,green,belt,pipe,light,chestplate ,orange,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
8075,spacebud #8075,shark,gray,classic,background,purple,belt,pipe,light,chestplate ,green,covered helmet,classic,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
8076,spacebud #8076,cat,blue,sad,background,dark,belt,none,none,chestplate ,green,covered helmet,classic,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,axe,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,axe,none,n/a
8077,spacebud #8077,lion,light,amazed,background,green,belt,pipe,purple,chestplate ,orange,covered helmet,classic,gloves,light,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
8078,spacebud #8078,frog,orange,classic,background,cyan,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,pink,camo,none,camo suit,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
8079,spacebud #8079,ape,blue,shocked,background,blue,belt,none,none,chestplate ,green,none,n/a,gloves,purple,camo,none,camo suit,light,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,baguette,none,none,none,5,baguette,none,none,n/a
8080,spacebud #8080,lion,blue,angry,background,cyan,belt,none,none,chestplate ,orange,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,anchor,none,none,none,none,none,none,none,none,none,4,none,none,anchor,n/a
8081,spacebud #8081,cat,yellow,happy,background,purple,belt,none,none,chestplate ,blue,none,n/a,gloves,red,camo,none,camo suit,light,none,none,none,none,n/a,none,none,none,none,none,sword,classic,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,classic sword,none,n/a
8082,spacebud #8082,dog,pink,happy,background,cyan,belt,pipe,red,chestplate ,red,covered helmet,classic,gloves,purple,star,star suit,none,yellow,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,6,none,none,bazooka,n/a
